id,book_author_full_name
1716,Еремин Виктор Николаевич
1717,Козлова Анна Юрьевна
1718,Федотовская Алена
1719,Грудцына Людмила Юрьевна
1720,Белль Генрих
1721,Солганик Григорий Яковлевич
1722,Воля Вадим Анатольевич
1723,Себастьян Лора
1724,Дэвис Робертсон
1725,Василенко Ирина Алексеевна
1726,Мэзер Адриана
1727,Керимов Вагиф Эльдар оглы
1728,Москвина Марина Львовна
1729,Абгарян Наринэ Юрьевна
1730,Мартел Янн
1731,Бердселл Джинн
1732,Пелих Галина Ивановна
1733,Пеннак Даниэль
1734,Федорова Наталья Викторовна
1735,Беллэрс Джон
1736,Фокеев Валерий Александрович
1737,Самсонова Елена Владимировна
1738,Солнцева Наталья Анатольевна
1739,Лагерлеф Сельма
1740,Моррелл Дэвид
1741,Соловьев
1742,Вагнер Бертиль Бертильевич
1743,Морган Ричард
1744,Мусский Игорь Анатольевич
1745,Гримм Вильгельм Карл
1746,Воробьев Константин Дмитриевич
1747,Мусский Сергей Анатольевич
1748,Соловар Валентина Николаевна
1749,Волкова-Китаина Ирина Григорьевна
1750,Шахов Максим Анатольевич
1751,Батырев Максим Валерьевич
1752,Сартр Жан-Поль
1753,Федюкович Николай Иванович
1754,Кеннеди Эль
1755,Шмелев Иван Сергеевич
1756,Лапыгин Юрий Николаевич
1757,Маррс Джон
1758,Володарская Ольга
1759,Мухачев Анатолий Дмитриевич
1760,Лар Татьяна Нюдихасововна
1761,Гримм Якоб
1762,Сетон-Томпсон Эрнест
1763,Кох Герман
1764,Сараскина Людмила Ивановна
1765,Сатрапи Маржан
1766,Згонник Людмила Владимировна
1767,Вудфайн Кэтрин
1768,Мебс Гудрун
1769,Воробьев Сергей Николаевич
1770,Серкин Владимир Павлович
1771,Маршалл Майкл
1772,Зусак Маркус
1773,Мандел Эмили Сент-Джон
1774,Руни Салли
1775,Айтматов Чингиз Тоpекулович
1776,Козлов Сергей
1777,Салиас де Турнемир Евгений Андреевич
1778,Шулинин Сергей Владимирович
1779,Запарий Владимир Васильевич
1780,Коупленд Дуглас
1781,Си Лиза
1782,Аксельссон Майгулль
1783,Зыгарь Михаил Викторович
1784,Аксенова Светлана Вячеславовна
1785,Сардарян Анна Романовна
1786,Зибарев Виктор Андреевич
1787,Габбе Тамара Григорьевна
1788,Марш Генри Томас
1789,Викинг Майк
1790,Эгеланн Том
1791,Козлов Владимир Владимирович
1792,Медведь Александр Николаевич
1793,Иванникова Наталья Николаевна
1794,Штонер Ану
1795,Рубинштейн Сергей Леонидович
1796,Иванов Алексей
1797,Гарвис-Грейвс Трейси
1798,Гарда Ирена
1799,Алексеев
1800,Воскресенская Ирина Васильевна
1801,Гарди Томас
1802,Симченко Юрий Борисович
1803,Синаторов Сергей Владимирович
1804,Мартынов Владимир Иванович
1805,Ветитнев Александр Михайлович
1806,Иванов Анатолий Степанович
1807,Самин Дмитрий Константинович
1808,Марфин Владимир Николаевич
1809,Медоус Дейзи
1810,Эддингс Дэвид
1811,Синельников Валерий Владимирович
1812,Чувакова Светлана Геннадьевна
1813,Вестерфельд Скотт Дэвид
1814,Земсков Андрей Валентинович
1815,Рубанов Андрей
1816,Самойлик Елена
1817,Визбор Юрий Иосифович
1818,Медведев Феликс Николаевич
1819,Рудницкая Людмила
1820,Виксен Ли
1821,Сиболд Элис
1822,Винокурова Ирина Юрьевна
1823,Сапожникова Наталья Глебовна
1824,Зейгарник Блюма Вульфовна
1825,Зеленин
1826,Зыков Федор Михайлович
1827,Зырянов Валерий Иванович
1828,Сапин Михаил Романович
1829,Зеньковский Василий Васильевич
1830,Сидняев Николай Иванович
1831,Сидоров
1832,Зеленогорский Валерий Владимирович
1833,Руденко Вадим Иванович
1834,Сидорова
1835,Сидорова Екатерина Сергеевна
1836,Ибботсон Ева
1837,Замостьянов Арсений Александрович
1838,Ибн Касир аль-Кураши аль-Бусрави ад-Димашки 'Имад-ад-дин Абу аль-Фида' Исма'ил ибн 'Умар
1839,Малютин Антон Олегович
1840,Сил Сара
1841,Воронина Лариса Ивановна
1842,Зальтен Феликс
1843,Воронкова Ольга Борисовна
1844,Ивакин Алексей Геннадьевич
1845,Мальцева
1846,Малько Александр Васильевич
1847,Рудаков
1848,Санди Лаура
1849,Сайгидмагомедов Анварбег Магомедович
1850,Гальперин Михаил Владимирович
1851,Золотусский Игорь Петрович
1852,Шумилов Владимир Михайлович
1853,Землянова Лидия Михайловна
1854,Шуминова Ирина Олеговна
1855,Володарская Ольга Анатольевна
1856,Светлов Виктор Александрович
1857,Саввинов Анатолий Иванович
1858,Сейгер Райли
1859,Саваренская Татьяна Федоровна
1860,Акишина Алла Александровна
1861,Седых Константин Федорович
1862,Зиновьева Нонна Борисовна
1863,Воло Фабио
1864,Савельева
1865,Шунков Виктор Николаевич
1866,Селин Вадим Владимирович
1867,Савадж Алан
1868,Свечин Николай Викторович
1869,Сабатини Рафаэль
1870,Марковский Виктор Юрьевич
1871,Зиновьев Василий Павлович
1872,Семанов Сергей Николаевич
1873,Матюхина Юлия Алексеевна
1874,Сабанеев Леонид Павлович
1875,Мариенгоф Анатолий Борисович
1876,Эберс Георг Мориц
1877,Марина Хосе Антонио
1878,Свержин Владимир
1879,Гаджиева
1880,Матышак Филипп
1881,Селфорс Сьюзен
1882,Котова
1883,Акишин Аскольд Евгеньевич
1884,Свечин Николай
1885,Марков Сергей Алексеевич
1886,Мариани Скотт
1887,Северянин Игорь Васильевич
1888,Коу Джонатан
1889,Захарьин Владимир Реонадович
1890,Алберталли Бекки
1891,Савченко Светлана Антоновна
1892,Волкова Виолетта Николаевна
1893,Савинов Леонид Иванович
1894,Волков Юрий Григорьевич
1895,Волкова Ирина Борисовна
1896,Мастрюкова Татьяна Олеговна
1897,Зверев Алексей Матвеевич
1898,Северская Мария
1899,Вяземский Юрий Павлович
1900,Збых Анджей
1901,Змановская Елена Валерьевна
1902,Матвеева Екатерина
1903,Зоберн Владимир Михайлович
1904,Савельева Марина Владимировна
1905,Волгина Ирина Владиславовна
1906,Гагемейстер Юлий Андреевич
1907,Звягин Юрий Юрьевич
1908,Захарчук Татьяна Викторовна
1909,Златовратский Николай Николаевич
1910,Щербакова Анна Михайловна
1911,Матвеева Наталья Петровна
1912,Волдин Владимир Семенович
1913,Волков
1914,Щербинина Юлия Владимировна
1915,Сагалакова Ольга Анатольевна
1916,Волдина Татьяна Владимировна
1917,Матвеева Елена Александровна
1918,Савин Иван Иванович
1919,Щетинина Елена Борисовна
1920,Войнич Этель Лилиан
1921,Газданов Гайто
1922,Русецкий
1923,Зубарев Сергей Михайлович
1924,Галина Мария Семеновна
1925,Акунин-Чхартишвили
1926,Манова Нина Сергеевна
1927,Галина Мария
1928,Зубарева Наталья Александровна
1929,Вольтер Франсуа Мари
1930,Вулф Вирджиния
1931,Вольф Надя
1932,Александров Анатолий Андреевич
1933,Сенчин Роман
1934,Зрелов Александр Павлович
1935,Вольских Алека
1936,Коул Тилли
1937,Манухин Игорь Борисович
1938,Зарин Андрей Ефимович
1939,Сергеев
1940,Сенека Луций Анней
1941,Машаду де Ассиз Жоаким Мария
1942,Запата Мариана
1943,Зуев Дмитрий Дмитриевич
1944,Щеголев Илья Владимирович
1945,Галье Роксана Мари
1946,Сергеева Татьяна Юрьевна
1947,Руссо Ричард
1948,Котельников Геннадий Петрович
1949,Рыбакова Наталия Борисовна
1950,Рыбак Галина Юрьевна
1951,Вишневецкий Юрий Тимофеевич
1952,Рыбаков
1953,Вишневский Владимир Петрович
1954,Александров Артур Александрович
1955,Владимиров Борис Александрович
1956,Сафонов Николай Николаевич
1957,Шульц Вильгельм
1958,Рябчикова Зоя Степановна
1959,Шуляк Павел Николаевич
1960,Маслов Михаил Александрович
1961,Зимина Лариса
1962,Зотов Рафаил Михайлович
1963,Александров Александр Александрович
1964,Коул Мартина
1965,Акимушкин Игорь Иванович
1966,Мардахаев Лев Владимирович
1967,Козьмин Валериан Александрович
1968,Коул Дэниел
1969,Марласов Анатолий Михайлович
1970,Семенников Александр Григорьевич
1971,Костомаров Николай Иванович
1972,Маслова
1973,Свенсон Питер
1974,Сашар Луис
1975,Вульф Мара
1976,Рыженков Анатолий Яковлевич
1977,Сахновский Игорь Фэдович
1978,Засодимский Павел Владимирович
1979,Эванс Ричард Пол
1980,Махо Адриан
1981,Власова Нелли
1982,Зимин Алексей
1983,Манфреди Валерио Массимо
1984,Масликов
1985,Вульф Катерина
1986,Вульф Виталий Яковлевич
1987,Вульф Изабель
1988,Мафи Тахира
1989,Косухина Наталья Викторовна
1990,Семин Виталий Николаевич
1991,Семеновкер Борис Арьевич
1992,Воробьев-Юрьевецкий Валерий Иванович
1993,Апраксин Александр Дмитриевич
1994,Закиров Радик Юрьевич
1995,Данешвари Гитти
1996,Парусова Галина Васильевна
1997,Даль Арне
1998,Дыгало Виктор Ананьевич
1999,Парамонова
2000,Парабеллум Андрей Алексеевич
2001,Комаровский Евгений Олегович
2002,Данилевский Григорий Петрович
2003,Даймонд Джаред
2004,Дуурсима Джен
2005,Панчин Александр Юрьевич
2006,Данилов Дмитрий Алексеевич
2007,Панова Вера Федоровна
2008,Панова Алина Константиновна
2009,Steel Danielle
2010,Далай-лама
2011,Дайер Джефф
2012,Дурова Надежда Андреевна
2013,Пахалина
2014,Яковлев Александр Ильич
2015,Гущина Ксения Олеговна
2016,Пашкова
2017,Мэнкью Николас Грегори
2018,Д'Этьен Д'Орв Николя
2019,Давтян Апетнак Аракелович
2020,Мэтсон Морган
2021,Паршукова Галина Борисовна
2022,Паттерсон Джеймс
2023,Давыдова-Харвуд Елена
2024,Абачиев Сергей Константинович
2025,Давыдычев Лев Иванович
2026,Пасхальный Сергей Петрович
2027,Командорова Наталья Ивановна
2028,Набокова Ника
2029,Панкратов Федор Григорьевич
2030,Дюмезиль Жорж
2031,Найдыш Вячеслав Михайлович
2032,Назарова Валентина Вадимовна
2033,Назарова Валентина Ивановна
2034,Паевская
2035,Павлюченко Элеонора Александровна
2036,Ян Василий Григорьевич
2037,Янагихара Ханья
2038,Павлов Павел Владимирович
2039,Паласио Ракель Харамильо
2040,Павлов Олег Олегович
2041,Дубровская Светлана Валерьевна
2042,Павлов
2043,Дворянинова Вера
2044,Де Анджелис Барабара
2045,Накамото Стив
2046,Даути Кейтлин
2047,Назаров Олег Васильевич
2048,Данилова Альбина
2049,Даннет Дороти
2050,Панкова Елена Николаевна
2051,Панкова Елена Валериевна
2052,Панков Олег Павлович
2053,Паничкина Галина Георгиевна
2054,Дунин-Горкавич Александр Александрович
2055,Комиссаров Вилен Наумович
2056,Панарин Игорь Николаевич
2057,Sheldon Sidney
2058,Дунаевский Алексей Львович
2059,Памук Орхан
2060,Дулатова Анна Николаевна
2061,Дука Валентин Сергеевич
2062,Даррелл Лоренс Джордж
2063,Назайкин Александр Николаевич
2064,Пеннипакер Сара
2065,Гусятникова Дарья Ефимовна
2066,Очаковская Мария Анатольевна
2067,Пивоварова Мария Сергеевна
2068,Грэм Кеннет
2069,Пикколо Франческо
2070,Пикалов Игорь Алексеевич
2071,Мотова Елена Валерьевна
2072,Пий Лолита
2073,Юрьев Михаил Зиновьевич
2074,Пивоварова Ирина Михайловна
2075,Мотин Василий Степанович
2076,Пивовар Ефим Иосифович
2077,Егоршин Александр Петрович
2078,Пехов Алексей Юрьевич
2079,Егорова Татьяна Николаевна
2080,Корнилова Татьяна Васильевна
2081,Губин Валерий Дмитриевич
2082,Пикуленко Александр
2083,Пилипенко
2084,Му Глория
2085,Грун Хендрик
2086,Гроссман Лев
2087,Питерс Джо
2088,Грошек Иржи
2089,Абэ Кобо
2090,Колпакова Ольга Валериевна
2091,Гругман Рафаэль Абрамович
2092,Пипер Анне
2093,Езынги Светлана Афанасьевна
2094,Пиньейро Клаудиа
2095,Пинто Орест
2096,Пинт Александр
2097,Пименов
2098,Москвина Татьяна Владимировна
2099,Пилчер Розамунда
2100,Мрочковский Николай Сергеевич
2101,Музыкант Валерий Леонидович
2102,Первушин Антон Иванович
2103,Мутер Рихард
2104,Якобсен Рой
2105,Перри Энн
2106,Перри Сара
2107,Перов Юрий Федорович
2108,Евгенидис Джеффри
2109,Яковенко Павел
2110,Дядя
2111,Язов Дмитрий Тимофеевич
2112,Мухаев Рашид Тазитдинович
2113,Гусева Наталья Романовна
2114,Мухина
2115,Гусейнов Рифат Мирахмедович
2116,Мухина Валерия Сергеевна
2117,Дюрас Маргерит
2118,Мурлева Жан-Клод
2119,Мурзаев Эдуард Макарович
2120,Петрова Марина Владимировна
2121,Петров Александр Михайлович
2122,Гудман Элисон
2123,Петрова Валентина Павловна
2124,Мур Алан
2125,Петров Владимир Николаевич
2126,Корнеева Инна Леонидовна
2127,Петров Алексей
2128,Колупаев Владимир Евгеньевич
2129,Мурашова Екатерина Вадимовна
2130,Петренко Виктор Федорович
2131,Корнеев Игорь Константинович
2132,Колушева Людмила Петровна
2133,Мурари Тимери
2134,Муратова Ника
2135,Песков Алексей Михайлович
2136,Комкова Галина Николаевна
2137,Натт-о-Даг Никлас
2138,Рубан Элеонора Дмитриевна
2139,Диксон Франклин
2140,Нэб Магдален
2141,Нуровская Мария
2142,Никитин Афанасий
2143,Нудненко Лидия Алексеевна
2144,Донцов Александр Иванович
2145,Коновалова
2146,Christie Agatha
2147,Няч Софья Вячеславовна
2148,Bykovsky Vasily
2149,Носова Надежда Сергеевна
2150,Ященко Виктор Романович
2151,Никитина Ирина Петровна
2152,Bowen James
2153,Носов Евгений Иванович
2154,Ястребова Елена Михайловна
2155,Дидро Дени
2156,Норвич Джон Джулиус
2157,Обухова Елена Александровна
2158,Овчинников Юрий Михайлович
2159,Яскевич Надежда Николаевна
2160,Дзаннонер Паола
2161,Кондратьев Вячеслав Леонидович
2162,Обыденнов Михаил Федорович
2163,Обухова Людмила Филипповна
2164,Образцов Петр Алексеевич
2165,О'Мэлли Брайан Ли
2166,Дорофеев Максим
2167,Кононова Светлана Павловна
2168,Нечевин Дмитрий Константинович
2169,Обатина Галина Алексеевна
2170,Ястребов Андрей Леонидович
2171,Дивон Одри
2172,Доннер Кристоф
2173,Коноваленко Марина Юрьевна
2174,Овчинникова Евгения Сергеевна
2175,Долгих Борис Осипович
2176,Новак Оксана
2177,Никольская Анна Олеговна
2178,Конецкий Виктор Викторович
2179,Ниффенеггер Одри
2180,Добрынин Николай Михайлович
2181,Нисенбаум Михаил Ефимович
2182,Нильсон Мони
2183,Новик Елена Сергеевна
2184,Кони Анатолий Федорович
2185,Докторов Андрей Викторович
2186,Коннелли Майкл
2187,Никонов
2188,Доктор Нонна
2189,Никулин Борис Александрович
2190,Долгоруков
2191,Новик Наоми
2192,Нор-Аревян Оксана Аведиковна
2193,Новиковская Ольга Андреевна
2194,Дональдсон Джулия
2195,Нокс Мила
2196,Домогацкая Ирина Ефимовна
2197,Новожилов Олег Петрович
2198,Домбровский Юрий Осипович
2199,Новицкий Иван Борисович
2200,Дмитриева
2201,Новиков Анатолий Иванович
2202,Николаева Ирина Павловна
2203,Николаева Татьяна Петровна
2204,Николаенко Александра Вадимовна
2205,Дмитриева Лариса Михайловна
2206,Новиков-Прибой Алексей Силыч
2207,Дольник
2208,Джордж Элизабет
2209,Огаст Джон
2210,Дезомбре Дарья Викторовна
2211,Орлова Елена Роальдовна
2212,Осипов Борис Иванович
2213,Денисов Виталий Дмитриевич
2214,Янковский Константин Петрович
2215,Янов Александр Львович
2216,Onyina Szofia
2217,Дерендяев Павел Максимович
2218,Орлова Елена Александровна
2219,Дрогомирецкий Иван Иванович
2220,Дробина Анастасия Вячеславовна
2221,Орлова
2222,Деркач Ольга Абрамовна
2223,Дрисколл Тереза
2224,Дерябин Валерий Михайлович
2225,Коняев Николай Иванович
2226,Деникина
2227,Дрожжин Геннадий Георгиевич
2228,Орехов Василий Иванович
2229,Островский Эдуард Вениаминович
2230,Оусланд Бьерн
2231,Копсова Наталья
2232,Отле Поль
2233,Отвагина Татьяна Владимировна
2234,Оськин Максим Викторович
2235,Делон Дана
2236,Островский Николай Алексеевич
2237,Копейко Евгений Геннадьевич
2238,Янгасова Нейко Максимовна
2239,Дружинин Владимир Николаевич
2240,Остоу Микол
2241,Rowling Joanne Kathleen
2242,Невешкина Елена Владимировна
2243,Демин
2244,Орлов
2245,Орехов Андрей Михайлович
2246,Огинская Купава
2247,Джексон Ширли
2248,Кончаловская Наталья Петровна
2249,Олбери Тед
2250,Дражина Жанна
2251,Непомнящая Дина
2252,Окладникова Елена Алексеевна
2253,Джексон Стина
2254,Дженнингс Гэри
2255,Джеймс Ребекка
2256,Яров Сергей Викторович
2257,Константинов Андрей Дмитриевич
2258,Кондратов Эдуард Михайлович
2259,Конрад Джозеф
2260,Fielding Helen
2261,Одегов Юрий Геннадьевич
2262,Олдридж Джеймс
2263,Янчарский Чеслав
2264,Коняев
2265,Онина Софья Владимировна
2266,Дефо Даниэль
2267,Некрасов Сергей Иванович
2268,Орам Келли
2269,Некрасова Евгения Игоревна
2270,Ополовников Александр Викторович
2271,Кон Игорь Семенович
2272,Ондатже Майкл
2273,Драт Александр Иванович
2274,Омельченко Олег Анатольевич
2275,Омельченко Виталий Петрович
2276,Древаль Александр Васильевич
2277,Конюкова Мария
2278,Ольденбург Сергей Сергеевич
2279,Олсен Грегг
2280,Гроссман Василий Семенович
2281,Громыко Марина Михайловна
2282,Моррисон
2283,Эндрюс Вирджиния Клео
2284,Жуков Дмитрий Александрович
2285,Энде Михаэль
2286,Гласс Кэти
2287,Глаттауэр Даниэль
2288,Эндрюс Вирджиния
2289,Миллер Герард Фридрих
2290,Миллер Мадлен
2291,Гладкий Виталий Дмитриевич
2292,Миллер Ребекка
2293,Рассолова Ольга Николаевна
2294,Рассолов Илья Михайлович
2295,Глисон Джанет
2296,Распэ Рудольф Эрих
2297,Глозман Жанна Марковна
2298,Жукова Алёна Григорьевна
2299,Гладкий Алексей Анатольевич
2300,Раскина Елена Юрьевна
2301,Адель Абу
2302,Реннисон Луис
2303,Жуковская Наталия Львовна
2304,Гинзбург Евгений
2305,Эмар Гюстав
2306,Ренан Эрнест Жозеф
2307,Жукова-Гладкова Мария
2308,Гинцберг Луис
2309,Миклашевская Ольга
2310,Мизгулин Дмитрий Александрович
2311,Гитерс Питер
2312,Гитри Аврора
2313,Гиффин Эмили
2314,Резанова Елена
2315,Микадзе Юрий Владимирович
2316,Милн Кевин Алан
2317,Глухова Наталья Николаевна
2318,Мешкова Екатерина Викторовна
2319,Голованова Анна Анатольевна
2320,Райан Дениз
2321,Разумовская Елена Александровна
2322,Разин Александр Владимирович
2323,Минько Эдуард Викентьевич
2324,Жиордано Рафаэль
2325,Раевский
2326,Радищев Александр Николаевич
2327,Житинский Александр
2328,Миронина Наталия
2329,Эренбург Илья Григорьевич
2330,Агирре-Сакаса Роберто
2331,Головнин Василий Михайлович
2332,Рабле Франсуа
2333,Жеребцов Любомир Николаевич
2334,Райзберг Борис Абрамович
2335,Голд Том
2336,Милош Чеслав
2337,Мильчина Вера Аркадьевна
2338,Корякин Владислав Сергеевич
2339,Милфорд Кейт
2340,Гмурман Владимир Ефимович
2341,Рандымова Зинаида Иосифовна
2342,Мильтон Джон
2343,Мильчакова Олеся Владимировна
2344,Коник Нина Владимировна
2345,Колесников Сергей Ильич
2346,Говард Роберт Эрвин
2347,Раковский Леонтий Иосифович
2348,Ракитина Елена Владимировна
2349,Минаев Сергей Сергеевич
2350,Годин
2351,Райт Бетти Рен
2352,Рено Мэри
2353,Гиляревский Руджеро Сергеевич
2354,Пластинина Наталия Вячеславовна
2355,Коламбус Крис
2356,Гейдер Дэвид
2357,Азимов Сергей
2358,Экслер Алекс
2359,Романов Герман Иванович
2360,Романов Владимир Владимирович
2361,Романов Виталий
2362,Экштут Семен Аркадьевич
2363,Эксакусто Татьяна Валентиновна
2364,Мельниченко Роман Григорьевич
2365,Косинова
2366,Гельман Екатерина Александровна
2367,Загоскин Михаил Николаевич
2368,Генассия Жан-Мишель
2369,Загладин Никита Вадимович
2370,Гейгер
2371,Задорнов Николай Павлович
2372,Загвоздина Наталья Александровна
2373,Ротфусс Патрик
2374,Рощин Валерий Георгиевич
2375,Гарленд Алекс
2376,Айзенк Ганс Юрген
2377,Роуч Мэри
2378,Роуз Пол
2379,Азольский Анатолий Алексеевич
2380,Ропшин
2381,Романова Марьяна
2382,Эко Умберто
2383,Мелентьева Юлия Петровна
2384,Ромбандеева
2385,Гатин
2386,Мелихов Юрий Евгеньевич
2387,Романович Жорж Александрович
2388,Менделеев Дмитрий Иванович
2389,Рождественский Роберт Иванович
2390,Решетников Андрей Вениаминович
2391,Гиголашвили Михаил Георгиевич
2392,Ридли Мэтт
2393,Адизес Ицхак Калдерон
2394,Забелин Иван Егорович
2395,Адига Аравинд
2396,Гибсон Уильям Форд
2397,Рид Ава
2398,Ржешевский Александр Александрович
2399,Гетманова Александра Денисовна
2400,Ржевская Елена Моисеевна
2401,Аджемоглу Дарон
2402,Решетов Алексей Леонидович
2403,Решетникова Раиса Германовна
2404,Меттус
2405,Решетников Леонид Петрович
2406,Мерсиянова Ирина Владимировна
2407,Завада Марина Романовна
2408,Генкин Борис Михайлович
2409,Герасименко Николай Федорович
2410,Адэр Гилберт
2411,Родригес Дебора
2412,Мендоса Эдуардо
2413,Георгиев Сергей Георгиевич
2414,Родин
2415,Гептинг Кристина
2416,Роговер Ефим Соломонович
2417,Косарев Владислав Васильевич
2418,Робинсон Питер
2419,Герасимова Лариса Николаевна
2420,Роббинс Стивен П.
2421,Ришо Мало
2422,Мережко Виктор Иванович
2423,Адлер Йаэль
2424,Голуб Ольга Юрьевна
2425,Пятенко Сергей Васильевич
2426,Миронова Наталья Алексеевна
2427,Гречуха Владимир Николаевич
2428,Поляков
2429,Ермакова Светлана Олеговна
2430,Грейгъ Ольга Ивановна
2431,Ермаков Олег Николаевич
2432,Грейсон Эмили
2433,Полозкова Вера Николаевна
2434,Грибков Алексей Юрьевич
2435,Поляков Михаил Петрович
2436,Грибова Любовь Степановна
2437,Полищук Вадим
2438,Поликовская Людмила Владимировна
2439,Авдулова Татьяна Павловна
2440,Моравиа Альберто
2441,Полевой Борис Николаевич
2442,Юнкеров Юрий Петрович
2443,Юнгстедт Мари
2444,Морган Кэсс
2445,Ерофеев Венедикт Васильевич
2446,Попов Александр
2447,Попов
2448,Попков Юрий Владимирович
2449,Попков
2450,Пономаренко Роман Олегович
2451,Ерофеева Вера Арсентьевна
2452,Грачев Юрий Иванович
2453,Полянина Анастасия Юрьевна
2454,Пономарев
2455,Померанцева
2456,Молоховец
2457,Полярный Александр
2458,Молчанов Сергей Сергеевич
2459,Полянская Наталия
2460,Пол Розвита
2461,Покидченко Михаил Георгиевич
2462,Пэрис Бернадетт Энн
2463,Платонова Нелли Петровна
2464,Гришин Владислав Викторович
2465,Морошкин Виктор Алексеевич
2466,Морпурго Майкл
2467,Колотенко Владимир
2468,Плевако Федор Никифорович
2469,Плахова
2470,Платонов Сергей Федорович
2471,Морозова Ольга Михайловна
2472,Громов Алекс Бертран
2473,Платонов Андрей Валерьевич
2474,Платов Леонид Дмитриевич
2475,Морриган Барбара
2476,Елисеева Ольга Игоревна
2477,Громова Ариадна Григорьевна
2478,Плещеев Алексей Николаевич
2479,Морозова Людмила Евгеньевна
2480,Гримальди Виржини
2481,Мориак Франсуа
2482,Моргенштерн Эрин
2483,Пожарский Виктор Александрович
2484,Еникеев Марат Исхакович
2485,Морева Ольга Николаевна
2486,Погорелов Иван Сергеевич
2487,Колоколов Георгий Рюрикович
2488,Емельянова Екатерина Николаевна
2489,Плотникова Татьяна Федоровна
2490,Гринь Владимир Николаевич
2491,Поваляева Мария Афанасьевна
2492,Поблоки Дэн
2493,Морозов Мирослав Эдуардович
2494,Авдеев Василий Васильевич
2495,Плутарх
2496,Юн Никола
2497,Гранн Дэвид
2498,Попов Владимир Борисович
2499,Пронин Игорь Евгеньевич
2500,Михайлов Тарас Максимович
2501,Горбачева Наталья Борисовна
2502,Жалпанова Линиза Жувановна
2503,Кочетов Эрнест Георгиевич
2504,Проскурин Вадим Геннадьевич
2505,Горбунов Евгений Александрович
2506,Аганбегян Абел Гезевич
2507,Михайлов Дмитрий Евгеньевич
2508,Агалаков Дмитрий Валентинович
2509,Жалило Борис
2510,Жаколио Луи
2511,Жак Кристиан
2512,Михайловский Николай Константинович
2513,Гордер Юстейн
2514,Михайлов Константин
2515,Коротков Эдуард Михайлович
2516,Грандберг Игорь Иоганнович
2517,Гончаров Виктор Николаевич
2518,Эрлин Карл-Йохан Форсен
2519,Пушкарева Валентина Максимовна
2520,Гольд Альфред Генрихович
2521,Железняков Александр Борисович
2522,Митчелл Энн М.
2523,Митяев Анатолий Васильевич
2524,Пугачев Борис Львович
2525,Михайлов Андрей Александрович
2526,Агапова Ирина Ивановна
2527,Гончарова Ирина
2528,Эрншоу Ши
2529,Колина Елена Владимировна
2530,Прус Болеслав
2531,Прудников Михаил Николаевич
2532,Жадаев Александр Геннадьевич
2533,Прозоров Лев Рудольфович
2534,Гордин Яков Аркадьевич
2535,Гостищев Виктор Кузьмич
2536,Ефименко Петр Саввич
2537,Горяева Александра Григорьевна
2538,Авраева Юлия Борисовна
2539,Горяйнов Алексей Георгиевич
2540,Горянин Александр Борисович
2541,Есимото Банана
2542,Мозохин Олег Борисович
2543,Приходько Мария Савельевна
2544,Гоулстон Марк
2545,Попович
2546,Аверкиева Юлия Павловна
2547,Гравицкий Алексей Андреевич
2548,Юкша Янис Александрович
2549,Граждан Валерий Дмитриевич
2550,Коллинз Мабель
2551,Горький Алексей Максимович
2552,Горькавый Николай Николаевич
2553,Потапова Алла Вячеславовна
2554,Горшков Юрий Александрович
2555,Горчев Дмитрий Анатольевич
2556,Поттер Беатрис
2557,Поулман Сьюзан
2558,Почепцов Георгий Георгиевич
2559,Прайор Карен
2560,Мицьо
2561,Михнова Ирина Борисовна
2562,Михеева
2563,Прилепин Захар
2564,Горелов Анатолий Алексеевич
2565,Пристли Джон Бойнтон
2566,Колисниченко Денис Николаевич
2567,Весник Евгений Яковлевич
2568,Синицын
2569,Синяков Алексей Федорович
2570,Биркегор Миккель
2571,Карминский Александр Маркович
2572,Билич Габриэль Лазаревич
2573,Уоллс Джаннетт
2574,Уоллес Эдгар
2575,Бильжо Андрей Георгиевич
2576,Бирд Мэри
2577,Кремер Наум Шевелевич
2578,Боголюбов Сергей Александрович
2579,Бирюк Людмила Дмитриевна
2580,Бирюков Борис Михайлович
2581,Умнова Ирина Анатольевна
2582,Бирюкова Татьяна Захаровна
2583,Ульяновский Андрей Владимирович
2584,Ульссон Матс
2585,Карнаух Иван Иванович
2586,Шевякин Александр Петрович
2587,Уорсли Люси
2588,Ленгольд Катерина
2589,Бехтерева Наталья Петровна
2590,Бехтерева Елена Владимировна
2591,Уоттс Питер
2592,Бетховен Людвиг Ван
2593,Бестужев-Марлинский Александр Александрович
2594,Бессонов Лев Алексеевич
2595,Успенский Лев Васильевич
2596,Карпов Алексей Юрьевич
2597,Лейтон Мишель
2598,Уткин Антон Александрович
2599,Утков Виктор Григорьевич
2600,Лейн Эндрю
2601,Беспалова Эмилия Константиновна
2602,Крейс Роберт
2603,Битов Андрей Георгиевич
2604,Битти Роберт
2605,Лессинг Дорис
2606,Туманова Анастасия Вячеславовна
2607,Ананьев Всеволод Петрович
2608,Тумасов Борис Евгеньевич
2609,Ананьев Геннадий Андреевич
2610,Ливайн Гейл Карсон
2611,Шеметов Петр Васильевич
2612,Тучкова Наталья Анатольевна
2613,Тушкан Георгий Павлович
2614,Тэйлор Кеннет Н.
2615,Каракеян Валерий Иванович
2616,Бобылева Дарья Леонидовна
2617,Лещенко Владимир Владимирович
2618,Боброва Анна Ивановна
2619,Андахази Федерико
2620,Блок Лоренс
