id,user_id,book_id
270,8,21559
271,8,21809
272,8,19208
273,8,19208
274,8,21318
275,8,8665
276,8,22427
277,8,21690
278,8,20359
279,8,22407
280,8,22360
281,8,19402
282,8,21690
283,8,163
284,8,21310
285,8,22377
286,8,19361
287,8,19358
288,8,20372
289,8,21421
290,8,20358
291,8,20371
292,8,22735
293,8,22846
294,8,22845
295,8,22903
296,8,22893
297,8,23021
298,8,23020
299,8,22980
300,8,22854
301,8,23416
302,8,23528
303,8,23580
304,8,2070
305,8,9377
306,8,22024
307,8,20522
308,8,20035
309,8,4366
310,8,16741
311,8,23520
312,8,23591
313,8,5233
314,8,8932
315,8,16366
316,8,24119
317,8,24392
318,14,19790
319,14,16819
320,14,8615
321,14,813
322,14,5487
323,14,6171
324,14,808
325,14,364
326,14,367
327,14,5971
328,14,412
329,14,402
330,14,5788
331,14,400
332,14,17659
333,14,1407
334,14,23513
335,14,19713
336,14,1263
337,14,14936
338,14,5976
339,14,2468
340,14,2423
341,16,9516
342,16,9609
343,16,2876
344,16,3353
345,16,15667
346,16,4749
347,16,8347
348,16,3274
349,16,72
350,16,17593
351,16,99
352,16,14591
353,16,17777
354,16,14729
355,16,14993
356,16,17911
357,16,18731
358,16,14824
359,16,19071
360,16,19072
361,16,19155
362,16,19211
363,16,19138
364,16,9611
365,16,18372
366,16,19165
367,16,19106
368,16,15096
369,16,14621
370,16,8515
371,16,1005
372,16,19117
373,16,19330
374,16,9264
375,16,19171
376,16,2988
377,16,19171
378,16,18055
379,16,19335
380,16,19601
381,16,19647
382,16,19071
383,16,6336
384,16,19348
385,16,18390
386,16,8543
387,16,19346
388,16,5734
389,16,4188
390,16,19203
391,16,19118
392,16,18276
393,16,19856
394,16,19919
395,16,19978
396,16,20011
397,16,19816
398,16,20035
399,16,20065
400,16,20109
401,16,8910
402,16,19446
403,16,2239
404,16,20362
405,16,20522
406,16,1250
407,16,1251
408,16,1252
409,16,20965
410,16,19167
411,16,5945
412,16,18397
413,16,18900
414,16,18396
415,16,2027
416,16,18916
417,16,18889
418,16,3524
419,16,573
420,16,923
421,16,17709
422,16,16967
423,16,6179
424,16,657
425,16,6099
426,16,13870
427,16,6081
428,16,20314
429,16,4343
430,16,6764
431,16,20183
432,16,21182
433,16,21668
434,16,8254
435,16,21829
436,16,21641
437,16,20144
438,16,22314
439,16,3025
440,16,4036
441,16,4148
442,16,4149
443,16,4294
444,16,4429
445,16,4462
446,16,4547
447,16,6473
448,16,9311
449,16,22024
450,16,22024
451,16,22024
452,16,22548
453,16,22547
454,16,21500
455,16,23126
456,16,23055
457,16,22971
458,16,22450
459,16,22447
460,16,22263
461,16,23183
462,16,22791
463,16,23410
464,16,23498
465,16,23725
466,16,5345
467,16,9111
468,16,19584
469,16,17296
470,16,19241
471,16,21743
472,16,323
473,16,23735
474,16,23734
475,16,19246
476,16,19242
477,16,17433
478,16,17457
479,16,19587
480,16,20906
481,16,19243
482,16,7353
483,16,23784
484,16,4513
485,16,18909
486,16,998
487,16,1188
488,16,4546
489,16,10132
490,16,10263
491,16,12806
492,16,18764
493,16,18809
494,16,19789
495,16,23894
496,18,5332
497,18,5308
498,18,6633
499,18,14594
500,18,9566
501,18,158
502,18,7345
503,18,7346
504,18,7346
505,18,7346
506,18,7346
507,18,8756
508,18,17979
509,18,17603
510,18,681
511,18,17893
512,18,17603
513,18,18184
514,18,8846
515,18,18483
516,18,18107
517,18,18480
518,18,18250
519,18,18184
520,18,19154
521,18,19153
522,18,18463
523,18,19230
524,18,19154
525,18,19143
526,18,18045
527,18,15998
528,18,8750
529,18,19120
530,18,19126
531,18,19141
532,18,18375
533,18,19557
534,18,19506
535,18,19564
536,18,19132
537,18,3078
538,18,4308
539,18,16171
540,18,4308
541,18,18390
542,18,19598
543,18,14609
544,18,18501
545,18,17899
546,18,807
547,18,5469
548,18,5673
549,18,5562
550,18,19598
551,18,14594
552,18,5469
553,18,807
554,18,5673
555,18,5562
556,18,8739
557,18,19799
558,18,19825
559,18,19823
560,18,19535
561,18,9866
562,18,19984
563,18,19565
564,18,8700
565,18,17893
566,18,18350
567,18,20335
568,18,19909
569,18,19155
570,18,19234
571,18,19873
572,18,19811
573,18,807
574,18,5562
575,18,14594
576,18,19811
577,18,262
578,18,3539
579,18,19030
580,18,9037
581,18,5978
582,18,7345
583,18,7328
584,18,21558
585,18,20110
586,18,19973
587,18,21415
588,18,22327
589,18,21664
590,18,445
591,18,8416
592,18,22403
593,19,15974
594,19,15976
595,19,15887
596,19,15877
597,19,15884
598,19,15878
599,19,15880
600,19,15873
601,19,15886
602,19,15975
603,19,15881
604,19,15977
605,19,15973
606,19,15885
607,19,15883
608,19,15874
609,19,15882
610,19,22059
611,19,23451
612,21,544
613,21,8477
614,21,11946
615,21,12211
616,21,16762
617,21,16815
618,21,5524
619,21,5617
620,21,5618
621,21,5620
622,21,5881
623,21,6908
624,21,7051
625,21,7127
626,21,7247
627,21,9118
628,21,14405
629,21,14689
630,21,14811
631,22,18526
632,22,16744
633,22,3621
634,22,18390
635,22,18474
636,22,698
637,22,16652
638,22,754
639,22,22521
640,22,17167
641,22,23147
642,22,22840
643,22,22813
644,22,21630
645,22,21664
646,22,23006
647,22,22423
648,22,22434
649,22,20373
650,22,8674
651,22,1644
652,22,4614
653,24,8156
654,25,18974
655,25,18968
656,25,18972
657,25,15486
658,25,15487
659,25,15525
660,25,15526
661,25,15528
662,25,15577
663,25,15623
664,25,15635
665,25,15675
666,25,15699
667,25,15727
668,25,15745
669,25,15750
670,25,15804
671,25,15819
672,25,15830
673,26,18971
674,27,610
675,27,920
676,27,3369
677,27,9249
678,27,10110
679,27,10897
680,27,13774
681,27,13924
682,27,13968
683,27,16112
684,27,20077
685,27,22452
686,28,1466
687,28,4412
688,28,13819
689,28,15967
690,28,16348
691,28,18318
692,28,18463
693,28,22090
694,28,23175
695,28,23387
696,37,19174
697,37,19354
698,37,21671
699,37,18047
700,37,19889
701,37,20347
702,37,23656
703,37,19899
704,37,19355
705,37,21673
706,37,19891
707,37,19892
708,37,19893
709,37,23481
710,37,19358
711,37,20551
712,37,19360
713,37,19174
714,37,19354
715,37,21671
716,37,18047
717,37,19889
718,37,20347
719,37,23656
720,37,19899
721,37,19355
722,37,21673
723,37,19891
724,37,19892
725,37,19893
726,37,23481
727,37,19358
728,37,20551
729,37,19360
730,37,19174
731,37,19354
732,37,21671
733,37,18047
734,37,19889
735,37,20347
736,37,23656
737,37,19899
738,37,19355
739,37,21673
740,37,19891
741,37,19892
742,37,19893
743,37,23481
744,37,19358
745,37,20551
746,37,19360
747,38,20233
748,38,21571
749,38,21757
750,38,20394
751,38,416
752,38,2927
753,38,3295
754,38,5317
755,38,5324
756,38,6897
757,38,9083
758,38,9119
759,38,9191
760,38,10330
761,38,14314
762,38,15383
763,38,17233
764,38,17757
765,39,8891
766,39,21439
767,39,8431
768,39,17846
769,39,64
770,39,1052
771,39,9066
772,40,2844
773,40,2843
774,42,7690
775,57,8045
776,57,7272
777,59,1332
778,59,1503
779,59,1702
780,59,3449
781,59,3595
782,59,5025
783,59,15454
784,60,20971
785,60,21128
786,60,20975
787,60,20976
788,60,19413
789,60,22208
790,60,22209
791,60,23510
792,60,21131
793,60,21226
794,60,21227
795,60,22989
796,60,22990
797,60,21731
798,60,21134
799,60,21228
800,60,21239
801,60,21236
802,60,21237
803,60,21745
804,60,21746
805,60,19943
806,60,21999
807,60,22511
808,60,22512
809,60,21142
810,60,20276
811,60,20162
812,60,20203
813,60,21143
814,60,21140
815,60,21444
816,60,22441
817,62,3675
818,62,4168
819,62,9807
820,62,12011
821,62,12140
822,62,15342
823,62,16166
824,62,16700
825,62,17836
826,62,17837
827,62,20206
828,62,22252
829,62,23048
830,63,4878
831,63,4929
832,63,4933
833,63,6093
834,63,13687
835,63,13876
836,63,17075
837,63,17103
838,63,17116
839,63,18868
840,63,19341
841,63,19342
842,63,19343
843,63,19688
844,75,5233
845,75,20934
846,75,16366
847,79,3723
848,79,3764
849,79,3773
850,79,3841
851,79,4042
852,79,4070
853,79,4207
854,79,4485
855,79,4486
856,79,4751
857,83,14461
858,83,18505
859,83,15899
860,83,19251
861,83,19153
862,83,19248
863,83,19250
864,83,19042
865,83,19044
866,84,9138
867,84,5805
868,84,1724
869,84,2362
870,84,15459
871,84,2930
872,84,1522
873,84,15016
874,90,15593
875,94,8352
876,94,5911
877,94,8682
878,94,8476
879,94,8455
880,94,4478
881,94,784
882,94,6331
883,94,6675
884,94,9273
885,94,9542
886,94,6496
887,94,7574
888,94,8283
889,94,9301
890,94,8938
891,94,14683
892,94,14683
893,94,14683
894,94,5799
895,94,4289
896,94,4091
897,94,4457
898,94,7543
899,94,9365
900,94,613
901,94,2593
902,94,2955
903,94,16188
904,94,1871
905,94,14341
906,94,5742
907,94,6334
908,94,5561
909,94,9913
910,94,9913
911,94,18645
912,94,17964
913,94,19249
914,94,18972
915,94,19487
916,94,9406
917,94,19443
918,94,18283
919,94,16607
920,94,3521
921,94,4484
922,94,15361
923,94,9560
924,94,9544
925,94,18584
926,94,19400
927,94,8666
928,94,2642
929,94,3076
930,94,8969
931,94,4477
932,94,16278
933,94,3720
934,94,17819
935,94,17195
936,94,3716
937,94,17960
938,94,9462
939,94,3700
940,94,16035
941,94,4602
942,94,19346
943,94,8273
944,94,17653
945,94,14519
946,94,3046
947,94,257
948,94,19473
949,94,19523
950,94,14734
951,94,8358
952,94,9519
953,94,5764
954,94,8153
955,94,592
956,94,14724
957,94,5907
958,94,18572
959,94,1916
960,94,19353
961,94,14536
962,94,960
963,94,8390
964,94,19025
965,94,4555
966,94,4051
967,94,4550
968,94,2890
969,94,18264
970,94,19408
971,94,19157
972,94,14449
973,94,4550
974,94,15349
975,94,18333
976,94,4555
977,94,4051
978,94,55
979,94,19464
980,94,19288
981,94,9380
982,94,18657
983,94,2890
984,94,15435
985,94,17956
986,94,18592
987,94,19391
988,94,17596
989,94,18497
990,94,5779
991,94,18496
992,94,4202
993,94,17938
994,94,16153
995,94,16158
996,94,2130
997,94,15152
998,94,15672
999,94,17778
1000,94,17777
1001,94,17779
1002,94,19173
1003,94,19153
1004,94,17898
1005,94,18245
1006,94,1871
1007,94,14609
1008,94,18501
1009,94,15435
1010,94,16334
1011,94,15314
1012,94,14841
1013,94,15407
1014,94,15801
1015,94,17388
1016,94,6410
1017,94,6532
1018,94,5265
1019,94,4705
1020,94,9682
1021,94,19360
1022,94,2221
1023,94,1871
1024,94,2642
1025,94,14536
1026,94,15672
1027,94,19251
1028,94,17773
1029,94,19153
1030,94,14461
1031,94,14665
1032,94,16457
1033,94,19530
1034,94,18340
1035,94,19656
1036,94,19152
1037,94,19191
1038,94,33
1039,94,18981
1040,94,17896
1041,94,8759
1042,94,15899
1043,94,15051
1044,94,18927
1045,94,17775
1046,94,14665
1047,94,9232
1048,94,17778
1049,94,17777
1050,94,17779
1051,94,19054
1052,94,17978
1053,94,18987
1054,94,19161
1055,94,19162
1056,94,15819
1057,94,19071
1058,94,9657
1059,94,19066
1060,94,19796
1061,94,18059
1062,94,17978
1063,94,19162
1064,94,15819
1065,94,19071
1066,94,9657
1067,94,19173
1068,94,18039
1069,94,19081
1070,94,18056
1071,94,15845
1072,94,19412
1073,94,8614
1074,94,18503
1075,94,17593
1076,94,1871
1077,94,2642
1078,94,14536
1079,94,15672
1080,94,16457
1081,94,19796
1082,94,20183
1083,94,19928
1084,94,17587
1085,94,20326
1086,94,20327
1087,94,20323
1088,94,20476
1089,94,20539
1090,94,20537
1091,94,20538
1092,94,20536
1093,94,20544
1094,94,20543
1095,94,20545
1096,94,20542
1097,94,20541
1098,94,1871
1099,94,20327
1100,94,19932
1101,94,15673
1102,94,19637
1103,94,19934
1104,94,18141
1105,94,20379
1106,94,17846
1107,94,8431
1108,94,20274
1109,94,17848
1110,94,20384
1111,94,19195
1112,94,18179
1113,94,19196
1114,94,14862
1115,94,1741
1116,94,14150
1117,94,5136
1118,94,9257
1119,94,9257
1120,94,9257
1121,94,4007
1122,94,19796
1123,94,14683
1124,94,21367
1125,94,20904
1126,94,21287
1127,94,21783
1128,94,21904
1129,94,16805
1130,94,1724
1131,94,21566
1132,94,8602
1133,94,21741
1134,94,14150
1135,94,5136
1136,94,14683
1137,94,21783
1138,94,20331
1139,94,22029
1140,94,21571
1141,94,19974
1142,94,22153
1143,94,22366
1144,94,22367
1145,94,698
1146,94,5630
1147,94,11565
1148,94,17712
1149,94,18539
1150,94,21036
1151,94,22153
1152,94,22386
1153,94,17306
1154,94,22630
1155,94,22982
1156,94,22983
1157,94,22969
1158,94,23123
1159,94,21472
1160,94,21212
1161,94,21529
1162,94,21520
1163,94,21527
1164,94,20150
1165,94,15739
1166,94,21677
1167,94,21472
1168,94,18572
1169,94,19008
1170,94,23091
1171,94,21204
1172,94,18087
1173,94,15869
1174,94,22691
1175,94,21528
1176,94,21210
1177,94,154
1178,94,19915
1179,94,21260
1180,94,23017
1181,94,21921
1182,94,21558
1183,94,19893
1184,94,18301
1185,94,21203
1186,94,906
1187,94,23398
1188,94,19457
1189,94,23699
1190,94,23692
1191,94,4219
1192,94,15967
1193,94,15967
1194,94,5288
1195,94,19457
1196,94,21558
1197,94,23398
1198,94,23699
1199,94,16366
1200,94,2884
1201,94,23398
1202,94,21571
1203,94,19434
1204,94,23800
1205,94,23914
1206,94,22967
1207,94,15778
1208,94,457
1209,94,8421
1210,94,21542
1211,94,23426
1212,94,23426
1213,94,24024
1214,94,24023
1215,94,23045
1216,94,23045
1217,94,24323
1218,94,18249
1219,94,15423
1220,94,15423
1221,94,4219
1222,94,3255
1223,94,3255
1224,94,3255
1225,94,3255
1226,94,3255
1227,94,3255
1228,94,3255
1229,94,3255
1230,94,3255
1231,94,3255
1232,94,3255
1233,94,3255
1234,94,3255
1235,94,3255
1236,94,3255
1237,94,3255
1238,94,23652
1239,94,23749
1240,94,30
1241,94,24524
1242,94,14816
1243,94,3255
1244,94,17588
1245,94,18512
1246,94,21040
1247,94,14537
1248,94,24208
1249,94,15016
1250,94,420
1251,94,1323
1252,94,1542
1253,94,5700
1254,94,5719
1255,94,6956
1256,94,7032
1257,94,14413
1258,94,14535
1259,94,17553
1260,94,18891
1261,95,14609
1262,95,18501
1263,97,4050
1264,97,4399
1265,97,8657
1266,97,4661
1267,97,8711
1268,97,8650
1269,97,8869
1270,97,4551
1271,97,4551
1272,97,8869
1273,97,8869
1274,97,4551
1275,97,19383
1276,97,4369
1277,97,4307
1278,97,14526
1279,97,8836
1280,97,14452
1281,97,15922
1282,97,4287
1283,97,159
1284,97,18517
1285,97,17459
1286,97,159
1287,97,4483
1288,97,15019
1289,97,4611
1290,97,17889
1291,97,14580
1292,97,9997
1293,97,17477
1294,97,19510
1295,97,18298
1296,97,17811
1297,97,19079
1298,97,19077
1299,97,19076
1300,97,4399
1301,97,8711
1302,97,8712
1303,97,8738
1304,97,8713
1305,97,18030
1306,97,17873
1307,97,4786
1308,97,4344
1309,97,4561
1310,97,14626
1311,97,4516
1312,97,18101
1313,97,19926
1314,97,19925
1315,97,8543
1316,97,20279
1317,97,20186
1318,97,19382
1319,97,20361
1320,97,20412
1321,97,17907
1322,97,21513
1323,97,20329
1324,97,19675
1325,97,22618
1326,97,21660
1327,97,22375
1328,97,21386
1329,97,20290
1330,97,21500
1331,97,23110
1332,98,8979
1333,98,9569
1334,98,15360
1335,98,4194
1336,98,4705
1337,98,4705
1338,98,4127
1339,98,17485
1340,98,9640
1341,98,8359
1342,98,17967
1343,98,17485
1344,98,4705
1345,98,17485
1346,98,9230
1347,98,19108
1348,98,14741
1349,98,36
1350,98,9565
1351,98,9287
1352,98,16196
1353,98,20352
1354,98,21827
1355,98,4614
1356,98,20342
1357,98,20364
1358,98,21829
1359,98,15159
1360,98,19549
1361,98,22002
1362,98,23467
1363,98,2576
1364,99,9807
1365,99,10148
1366,99,15928
1367,106,8548
1368,106,41
1369,106,18233
1370,106,44
1371,106,22368
1372,106,41
1373,106,21699
1374,106,8587
1375,106,16219
1376,106,17445
1377,106,23069
1378,106,20110
1379,106,19948
1380,106,20008
1381,106,19830
1382,106,19258
1383,106,17951
1384,106,19280
1385,106,19282
1386,106,19837
1387,106,19835
1388,106,19266
1389,106,19273
1390,106,6398
1391,106,20110
1392,106,19257
1393,106,21222
1394,106,19025
1395,106,19941
1396,106,17335
1397,106,22889
1398,106,19259
1399,106,19260
1400,106,19878
1401,106,19873
1402,106,19785
1403,106,19257
1404,106,17948
1405,106,20412
1406,106,21555
1407,106,23257
1408,106,23193
1409,106,9529
1410,106,19281
1411,106,19831
1412,106,22453
1413,116,646
1414,119,9782
1415,122,2788
1416,122,5966
1417,122,2867
1418,127,3172
1419,127,16716
1420,127,7271
1421,127,2087
1422,127,2087
1423,127,14482
1424,128,17474
1425,128,1190
1426,128,9041
1427,130,457
1428,131,1190
1429,131,9041
1430,131,17474
1431,131,7456
1432,133,7180
1433,133,7516
1434,135,5487
1435,135,7504
1436,135,8097
1437,135,7238
1438,135,8137
1439,135,6923
1440,135,7027
1441,135,14538
1442,136,2136
1443,136,7836
1444,136,609
1445,136,575
1446,136,2463
1447,136,10021
1448,142,3344
1449,142,14469
1450,142,7818
1451,142,2848
1452,142,1191
1453,143,2443
1454,143,9839
1455,144,926
1456,144,2425
1457,144,6485
1458,144,8537
1459,144,9743
1460,144,14317
1461,144,19704
1462,144,146
1463,144,791
1464,144,1412
1465,144,2026
1466,145,2136
1467,145,7836
1468,145,609
1469,145,575
1470,145,2463
1471,145,10021
1472,151,653
1473,151,15844
1474,151,64
1475,151,1052
1476,151,9066
1477,154,21538
1478,154,19997
1479,154,21780
1480,154,22457
1481,154,1038
1482,154,1053
1483,155,163
1484,155,2145
1485,155,3036
1486,155,3624
1487,155,3811
1488,155,3850
1489,155,3920
1490,155,3981
1491,155,3982
1492,155,8388
1493,155,8517
1494,155,8573
1495,155,8708
1496,155,12539
1497,155,13740
1498,155,15290
1499,170,2136
1500,170,7836
1501,170,609
1502,170,575
1503,170,2463
1504,172,9764
1505,172,2710
1506,172,2788
1507,172,5966
1508,172,2867
1509,175,8521
1510,175,14786
1511,175,14313
1512,175,6388
1513,193,4429
1514,193,8043
1515,193,101
1516,200,14635
1517,221,876
1518,223,3923
1519,223,21686
1520,223,19942
1521,223,22922
1522,223,21442
1523,223,21738
1524,228,19105
1525,233,3923
1526,233,21686
1527,233,19942
1528,233,22922
1529,233,21442
1530,233,21738
1531,235,9066
1532,235,1052
1533,235,64
1534,237,5885
1535,245,19474
1536,245,3715
1537,245,18967
1538,245,15223
1539,245,17638
1540,245,15403
1541,245,19473
1542,245,19208
1543,245,8823
1544,245,19417
1545,245,19018
1546,245,19316
1547,245,19230
1548,245,8262
1549,245,777
1550,245,17361
1551,245,19567
1552,245,19403
1553,245,17871
1554,245,18999
1555,245,19889
1556,245,19888
1557,245,19896
1558,245,20349
1559,245,20352
1560,245,19894
1561,245,20351
1562,245,19890
1563,245,19895
1564,245,4013
1565,245,17921
1566,245,17653
1567,245,18295
1568,245,19106
1569,245,4435
1570,245,4562
1571,245,18061
1572,245,21207
1573,245,21205
1574,245,14918
1575,245,21226
1576,245,21228
1577,245,21674
1578,245,18046
1579,245,20321
1580,245,21507
1581,245,21542
1582,245,18607
1583,245,19355
1584,245,19919
1585,245,20363
1586,245,21673
1587,245,20507
1588,245,18051
1589,245,19363
1590,245,21815
1591,245,22612
1592,245,23039
1593,245,17933
1594,245,2743
1595,245,19192
1596,245,23410
1597,245,20395
1598,245,21671
1599,245,19357
1600,245,8823
1601,245,19178
1602,245,19356
1603,245,19176
1604,245,18049
1605,249,18145
1606,249,18148
1607,249,18149
1608,249,18150
1609,249,18151
1610,249,18152
1611,249,19937
1612,249,4464
1613,252,19975
1614,253,14036
1615,253,14027
1616,253,6543
1617,253,3859
1618,253,13677
1619,253,5021
1620,253,4937
1621,253,18638
1622,253,10307
1623,253,11020
1624,253,15269
1625,260,2111
1626,260,9890
1627,260,3854
1628,266,6308
1629,266,16434
1630,266,6316
1631,266,16434
1632,267,2733
1633,267,15876
1634,272,20390
1635,272,14575
1636,272,22314
1637,272,18454
1638,272,21757
1639,272,17351
1640,272,17352
1641,272,17355
1642,272,18969
1643,272,19825
1644,272,20918
1645,272,20919
1646,272,21097
1647,272,21603
1648,272,22247
1649,272,22549
1650,272,22631
1651,272,22632
1652,272,22828
1653,272,18109
1654,272,19387
1655,272,19388
1656,272,19591
1657,272,20367
1658,272,20368
1659,272,20369
1660,272,21053
1661,272,21700
1662,272,22092
1663,272,22202
1664,272,22203
1665,272,22204
1666,276,19355
1667,276,19361
1668,276,19178
1669,276,19354
1670,276,19175
1671,276,15474
1672,276,7082
1673,276,15913
1674,276,83
1675,276,15550
1676,276,18056
1677,276,19161
1678,276,6840
1679,276,19081
1680,276,19162
1681,276,83
1682,276,18025
1683,276,14723
1684,276,17942
1685,276,18513
1686,276,8255
1687,276,19174
1688,276,15431
1689,276,8899
1690,276,1646
1691,276,17553
1692,276,5805
1693,276,1542
1694,276,1724
1695,276,18891
1696,276,2362
1697,276,1323
1698,276,15459
1699,276,2930
1700,276,1522
1701,276,15016
1702,276,9782
1703,276,4013
1704,276,3195
1705,276,17474
1706,276,1190
1707,276,9041
1708,276,9782
1709,276,3187
1710,276,7452
1711,276,8185
1712,276,14976
1713,276,15776
1714,276,17001
1715,276,19216
1716,276,22840
1717,276,17167
1718,276,11565
1719,276,698
1720,276,16652
1721,276,22521
1722,276,754
1723,276,23147
1724,276,23119
1725,276,18474
1726,276,23582
1727,276,5630
1728,276,21036
1729,276,14448
1730,276,4881
1731,276,4254
1732,276,16461
1733,276,128
1734,276,8195
1735,276,8674
1736,276,1644
1737,276,4614
1738,276,6452
1739,276,6506
1740,276,14741
1741,276,18165
1742,276,15179
1743,276,16687
1744,276,4412
1745,276,1699
1746,276,1888
1747,276,1896
1748,276,1917
1749,276,8459
1750,276,16489
1751,276,17411
1752,276,17759
1753,276,3344
1754,276,14469
1755,276,7818
1756,276,2848
1757,276,752
1758,276,9782
1759,276,4740
1760,276,4743
1761,276,4754
1762,276,4752
1763,276,4748
1764,276,4735
1765,276,4744
1766,276,4751
1767,276,4736
1768,276,278
1769,276,4741
1770,276,4746
1771,276,4176
1772,276,4738
1773,276,282
1774,276,14239
1775,276,7519
1776,276,13478
1777,276,2797
1778,276,20999
1779,276,7163
1780,276,6996
1781,276,14437
1782,276,8249
1783,276,1596
1784,276,2200
1785,276,1824
1786,276,14458
1787,276,1971
1788,276,2178
1789,276,1721
1790,276,2054
1791,276,6651
1792,276,2348
1793,276,2056
1794,276,1960
1795,276,19376
1796,276,23977
1797,276,23978
1798,276,23979
1799,276,23980
1800,276,23981
1801,276,23983
1802,276,23984
1803,276,23985
1804,276,23986
1805,276,23987
1806,276,23988
1807,276,23989
1808,276,23990
1809,278,18004
1810,278,16172
1811,278,18584
1812,278,17129
1813,278,17530
1814,278,4265
1815,278,5420
1816,278,17938
1817,278,18591
1818,278,18410
1819,288,18660
1820,288,19598
1821,288,19640
1822,288,9562
1823,288,18341
1824,289,18660
1825,289,19598
1826,289,19640
1827,289,9562
1828,289,18341
1829,304,4460
1830,304,4782
1831,304,4783
1832,304,8310
1833,304,2679
1834,304,4280
1835,304,4262
1836,304,5054
1837,304,8747
1838,304,12314
1839,310,16441
1840,310,452
1841,310,5387
1842,313,764
1843,317,19525
1844,317,19522
1845,317,19527
1846,317,19526
1847,318,6365
1848,318,6364
1849,318,6369
1850,318,677
1851,318,6365
1852,318,6364
1853,318,6369
1854,340,19178
1855,340,19354
1856,340,19175
1857,340,19360
1858,340,19359
1859,340,19357
1860,340,19174
1861,340,18046
1862,340,18048
1863,340,18607
1864,340,18051
1865,347,137
1866,353,16294
1867,353,99
1868,353,2969
1869,353,4152
1870,353,14938
1871,383,17954
1872,383,19277
1873,383,19280
1874,383,321
1875,383,18909
1876,383,3597
1877,391,19797
1878,404,2605
1879,404,8626
1880,404,8676
1881,404,8686
1882,404,8772
1883,404,8900
1884,404,8903
