user_id,book_id
01,E0040100504FE086
02,E0040100509ADE92
02,E004010050501409
02,E00401004F26D94E
02,E00401005077E7D7
02,E00401508B3EE8DF
02,E00401508B3F001C
02,E00401004F2B891E
02,E00401004F26E266
02,E004010046B8FEC4
02,E004010050ACB0DB
02,E00401005076075A
02,E0040100509AB0C5
02,E00401005075D342
02,E004010050AFC0BE
02,E0040100525A05E9
02,E00401508B3EE048
04,E00401004EF5C7AF
04,E004010050AD2819
04,E00401004EF5BA1C
04,E0040100509AB2BA
04,E00401004EF5BA15
04,E004010050501F9E
04,E00401004EF5BF6F
04,E00401506234FF36
04,E0040100509ADE57
04,E00401005259B33B
04,E00401004EF5C822
04,E0040100504FDC7D
04,E0040100509909FE
04,E00401005259E2DE
04,E00401005075F239
04,E00401508B3EF380
04,E00401005077FDAD
000078691707,E00401004F2BA4AF
000078691707,E00401004F2BA4B7
000078691707,E00401004F26C7F4
000078691707,E00401004F266FA4
000078691707,E004010050AF587E
000078691707,E004010050AFAF2A
000078691707,E004010050AF5865
000078691707,E004010050AF98CB
000078691707,E004010050AF6E55
000078691707,E00401004F26FBE6
000078691707,E00401004F27315A
000078691707,E004010050203B08
000078691707,E00401004F271FBB
000078691707,E004010050AD3205
000078691707,E00401004F26FBE6
000078691707,E00401004F27315A
000078691707,E004010050203B08
000078691707,E00401004F271FBB
000078691707,E00401004F26AE7B
000078691707,E00401004F265845
000078691707,E004010050ACC95C
000078691707,E00401004F26AE7B
000078691707,E0040100466EB250
000078691707,E004010046BE39E3
000078691707,E00401004F273267
000078691707,E00401005078308D
000078691707,E004010050784439
000078691707,E00401005077FB6E
000078691707,E004010050785242
000078691707,E004010050504214
000078691707,E0040100507801A3
000078691707,E00401005077EC53
000078691707,E00401005077E7F9
000078691707,E0040100505022A6
000078691707,E0040100504FD2D1
000078691707,E0040100504FFCC8
000078691707,E004010050504BF9
000078691707,E00401005050233E
000078691707,E004010050502317
000078691707,E004010050502D29
000078691707,E0040100504FFC87
000078691707,E0040100504FE6C5
000078691707,E00401005078194E
000078691707,E0040100504FE633
000078691707,E004010050504EED
000078691707,E004010050781929
000078691707,E00401004F26B761
000078691707,E00401005078453D
000078691707,E004010050502B96
000078691707,E004010050504B95
000078691707,E0040100507845BF
000078691707,E0040100507845BA
000078691707,E00401004F26B761
000078691707,E004010050504E4A
000078691707,E00401004F269C54
000078691707,E004010050500C41
000078691707,E004010050500C59
000078691707,E004010050504D61
000078691707,E0040100504FFB8C
000078691707,E0040100504FF4D2
000078691707,E004010050504D69
000078691707,E0040100504FF4DA
000078691707,E0040100504FFB84
000078691707,E004010050502460
000078691707,E004010050502458
000078691707,E004010050504C07
000078691707,E00401005259C8CA
000078691707,E004010050502B08
000078691707,E0040100504FE013
000078691707,E0040100504FD35A
000078691707,E0040100505039DE
000078691707,E004010050AD1349
000078691707,E004010050AD1349
000078691707,E00401005077DA90
000078691707,E004010050AD1349
000078691707,E00401005077DA90
000078691707,E004010050AD1349
000078691707,E00401005077DA90
000078691707,E0040100507605AE
000078691707,E004010050502B08
000078691707,E00401005077FA8F
000078691707,E0040100505039DE
000078691707,E0040100504FE013
000078691707,E004010050AF7E00
000078691707,E00401005075D8DC
000078691707,E00401004F270AA6
000078691707,E00401004F265BBA
000078691707,E004010050AF7E00
000078691707,E00401004F271FB0
000078691707,E00401004F2D8929
000078691707,E004010050AF6801
000078691707,E004010046B92794
000078691707,E004010046B93815
000078691707,E00401004F2D895B
000078691707,E004010050AF96D2
000078691707,E00401005075D846
000078691707,E004010050502C0A
000078691707,E004010050990672
000078691707,E004010050503A73
000078691707,E00401005078199C
000078691707,E00401004F26456F
000078691707,E00401005077E7D7
000078691707,E004010050AD25F0
000078691707,E004010050995063
000078691707,E004010050AF9266
000078691707,E004010050500A04
000078691707,E004010050AF70A6
000078691707,E004010050AF88A2
000078691707,E004010050502E07
000078691707,E00401004F2687A2
000078691707,E00401005099502F
000078691707,E0040100505014BF
000078691707,E004010050500BB1
000078691707,E004010050502AED
000078691707,E00401004F2B90A7
000078691707,E00401004F2BD121
000078691707,E0040100505014B7
000078691707,E004010050AFA371
000078691707,E004010050504F3D
000078691707,E004010050ACB7B8
000078691707,E00401004EF5612A
000078691707,E0040100507643EF
000078691707,E00401004F270EA8
000078691707,E00401004EF54FFD
000078691707,E00401004EF576C7
000078691707,E00401004EF5612A
000078691707,E004010050ACB7B8
000078691707,E0040100507643EF
000078691707,E00401005259E275
000078691707,E0040100466FBA30
000078691707,E004010046B92682
000078691707,E004010050504F36
000078691707,E004010050995037
000078691707,E004010050504B6A
000078691707,E004010050504B63
000078691707,E00401004F26F790
000078691707,E00401004F266F3A
000078691707,E004010050AF961E
000078691707,E004010050995D30
000078691707,E004010050AF6385
000078691707,E00401005259B4F4
000078691707,E0040100525A0AD0
000078691707,E0040100525A05FD
000078691707,E00401005259B1C9
000078691707,E00401004F269F61
000078691707,E0040100509AADCE
000078691707,E004010050504E4A
000078691707,E00401005259AAE8
000078691707,E00401005259948C
000078691707,E00401005259995D
000078691707,E0040100525A0B65
000078691707,E004010052599FDC
000078691707,E0040100525A068E
000078691707,E0040100525A0675
000078691707,E0040100525A04BF
000078691707,E00401005259C13D
000078691707,E00401005259E4C7
000078691707,E00401005259C263
000078691707,E0040100525A0633
000078691707,E0040100509AA3CD
000078691707,E0040100509AA3CD
000078691707,E0040100525A1409
000078691707,E0040100525A0555
000078691707,E00401005259E42C
000078691707,E0040100504FFD02
000078691707,E00401004F270B31
000078691707,E0040100525A0AD8
000078691707,E00401005259E4BF
000078691707,E00401004F272436
000078691707,E00401004F265881
000078691707,E004010050502BB3
000078691707,E00401004F26F328
000078691707,E0040100504FD5C6
000078691707,E0040100504FF4AB
000078691707,E004010052599B1C
000078691707,E0040100525A0AD8
000078691707,E00401005259E4BF
000078691707,E004010052599FE4
000078691707,E0040100509AD165
000078691707,E0040100525A0682
000078691707,E0040100525A067A
000078691707,E00401005259F19A
000078691707,E00401005050144B
000078691707,E004010050782E43
000078691707,E004010046B93FE4
000078691707,E0040100509AE872
000078691707,E004010050500D07
000078691707,E00401005075F91C
000078691707,E00401005075E2F1
000078691707,E004010050762A7C
000078691707,E0040100507610D6
000078691707,E00401005076285B
000078691707,E0040100525A0B7C
000078691707,E004010050500D07
000078691707,E00401005075F8BD
000078691707,E00401005075E5F2
000078691707,E004010050501F41
000078691707,E004010050501F41
000078691707,E00401005075F8D6
000078691707,E004010050763E4D
000078691707,E00401005075D0B5
000078691707,E004010050761512
000078691707,E00401005076151A
000078691707,E0040100507627C9
000078691707,E0040100507627C1
000078691707,E004010050762B94
000078691707,E0040100525A05E9
000078691707,E004010046703160
000078691707,E00401004F2707B1
000078691707,E00401005259AD95
000078691707,E004010050763EC2
000078691707,E00401005075CFEE
000078691707,E0040100509AA414
000078691707,E0040100504FFCC7
000078691707,E00401004F2BB173
000078691707,E00401005078199C
000078691707,E004010050503A73
000078691707,E004010050762D82
000078691707,E0040100507841CE
000078691707,E0040100525A0B51
000078691707,E00401005259AC9D
000078691707,E00401005075FC8A
000078691707,E00401005259F8FD
000078691707,E004010050503A78
000078691707,E00401004F267639
000078691707,E00401005259E424
000078691707,E0040100507802B6
000078691707,E00401508B3ECF77
000078691707,E00401508B3EE2C9
000078691707,E00401508B3ECE4F
000078691707,E004010050763B28
000078691707,E00401508B3ED449
000078691707,E00401508B3EF280
000078691707,E00401508B3EF4F9
000078691707,E00401508B3EF62E
000078691707,E00401005075FCEB
000078691707,E004010050763F44
000078691707,E004010050500BF8
000078691707,E004010050500BF8
000078691707,E004010050762AA7
000078691707,E00401004F269FF1
000078691707,E00401508B3EF62E
000078691707,E00401005075F7D2
000078691707,E00401005259B55A
000078691707,E00401508B3EEEE5
000078691707,E00401508B3EEEF2
000078691707,E004010050502460
000078691707,E00401005075F7D2
000078691707,E00401004F26C9DB
000078691707,E00401005075E2F1
000078691707,E00401508B3EFD8C
000078691707,E0040100504FF4DA
000078691707,E0040100504FFB84
000078691707,E00401005259FAD7
000078691707,E00401005075F8BD
000078691707,E00401005259AB27
000078691707,E00401005259FAD0
000078691707,E00401508B3EE644
000078691707,E00401508B3EE047
000078691707,E00401508B3EDB65
000078691707,E00401508B3EF626
000078691707,E00401508B3EE663
000078691707,E00401508B3ECE5C
000078691707,E00401508B3ECE62
000078691707,E00401508B3EF63B
000078691707,E00401508B3EED9C
000078691707,E00401506234D336
000078691707,E00401506234D34E
000078691707,E0040150623472BF
000078691707,E004010046B976FE
000078691707,E0040100509AFC99
000078691707,E00401508B3EF601
000078691707,E0040100507631EC
000078691707,E0040100525A062F
000078691707,E00401004F26B7B1
000078691707,E004010050AD0EEF
000078691707,E0040150623466F0
000078691707,E004015062346A8C
000078691707,E00401004F2C80C0
000078691707,E00401004F265B62
000078691707,E004010050ACE4CF
000078691707,E004015062346705
000078691707,E00401506234F4F8
014,E00401005259F205
014,E004010050500211
014,E00401004F2657CA
014,E00401004F2DC948
014,E00401004F2DCF11
014,E00401004F26AFA2
014,E00401004F2DDE55
014,E004010046B96805
014,E00401004F2DE141
014,E0040100466FEC3F
014,E00401004F2D729D
014,E00401004F2D74DA
014,E00401004F2D8955
014,E00401004F2D895D
014,E004010050783236
014,E00401004F270AA7
014,E00401506234707D
014,E00401004F26F6D3
014,E004010046B95FBF
014,E004010050AF837A
014,E004010046701B3F
014,E00401004F26F2E8
014,E00401004F26F2D7
DB2B91F5,E004010050AFBBC1
DB2B91F5,E004010050AFB875
DB2B91F5,E00401004F270B19
DB2B91F5,E00401004F270F09
DB2B91F5,E0040100509900AE
DB2B91F5,E004010046B911A7
DB2B91F5,E00401004F26A0AE
DB2B91F5,E00401004F2DB8BB
DB2B91F5,E00401004F26CA4D
DB2B91F5,E00401005077ED7B
DB2B91F5,E00401004F270BE0
DB2B91F5,E004010050AF6776
DB2B91F5,E00401005077ECDA
DB2B91F5,E004010050AFBF7D
DB2B91F5,E004010050AF9870
DB2B91F5,E00401005077E7EF
DB2B91F5,E004010050505018
DB2B91F5,E004010050AFC110
DB2B91F5,E004010050502C60
DB2B91F5,E0040100504FE6C6
DB2B91F5,E0040100504FD330
DB2B91F5,E0040100504FF479
DB2B91F5,E004010050500B3F
DB2B91F5,E004010050AFB8A1
DB2B91F5,E00401005077DA0C
DB2B91F5,E0040100504FE681
DB2B91F5,E0040100505040CA
DB2B91F5,E004010050AFAEB5
DB2B91F5,E004010050AFAD63
DB2B91F5,E00401004F269CE1
DB2B91F5,E00401004F26EFE7
DB2B91F5,E0040100504FE684
DB2B91F5,E004010050502B65
DB2B91F5,E00401004F2659D6
DB2B91F5,E004010050500C2A
DB2B91F5,E00401004F270834
DB2B91F5,E004010050500C2A
DB2B91F5,E00401005077E72F
DB2B91F5,E004010050504C2A
DB2B91F5,E0040100525A07CE
DB2B91F5,E00401005259ADE5
DB2B91F5,E004010050502C60
DB2B91F5,E004010046701BA0
DB2B91F5,E004010050502413
DB2B91F5,E00401005077E7D7
DB2B91F5,E00401004F26AEBB
DB2B91F5,E004010050502AFC
DB2B91F5,E00401004FF2C6AD
DB2B91F5,E004010046B927E3
DB2B91F5,E0040100504FD50A
DB2B91F5,E0040100504FE68C
DB2B91F5,E004010050782AB2
DB2B91F5,E00401005259B3E4
